Ticker,Sector,Market Cap,P/E Ratio,Average Return,Volatility
CREDITACC.NS,Financial Services,146808700928.0,11.049094,-0.0031818921077224004,0.020830230633210295
CREST.NS,Financial Services,13837590528.0,13.424526,0.0024482501360268204,0.03607676628625785
CRISIL.NS,Financial Services,401574002688.0,59.88277,0.002087349998656253,0.01715701747319015
CROMPTON.NS,Consumer Cyclical,256558891008.0,54.084126,0.0015494214812502571,0.02247065371637049
CSBBANK.NS,Financial Services,52980592640.0,9.824396,-0.0008295921371998015,0.015858882476548673
CTE.NS,Technology,1885808384.0,391.84,0.000770610829065278,0.0334650793459201
CUB.NS,Financial Services,132446969856.0,12.592958,0.0014796472038771029,0.022043997606552956
CUBEXTUB.NS,Basic Materials,1483441664.0,34.993244,0.00013048679735354986,0.026348131522027227
CUMMINSIND.NS,Industrials,1014012379136.0,52.085354,0.0008150011131380416,0.024522551529245755
CUPID.NS,Consumer Defensive,22587412480.0,221.28946,-0.0011935434447925444,0.02226565667605795
CYBERMEDIA.NS,Communication Services,459051392.0,67.51163,0.001824528627913429,0.03807064648541423
CYBERTECH.NS,Technology,6825390080.0,23.151064,0.003349709863373279,0.0373199615495036
CYIENT.NS,Industrials,207733194752.0,31.745419,0.0007250094689980538,0.019632818506798398
DABUR.NS,Consumer Defensive,942158184448.0,52.62376,-0.00016653984051141692,0.01570356800243529
DALBHARAT.NS,Basic Materials,331622547456.0,43.292118,0.00016871565125170824,0.017409164929219907
DALMIASUG.NS,Consumer Defensive,37693456384.0,13.569343,0.001831007833990807,0.028612959669758166
DAMODARIND.NS,Consumer Cyclical,991182016.0,,-0.001370510413329128,0.021853270683886043
DANGEE.NS,Consumer Cyclical,1108620032.0,,-0.001086946085355774,0.03205242801272242
DATAMATICS.NS,Technology,33292212224.0,17.825949,0.0005324861311407802,0.03273280709376307
DBCORP.NS,Communication Services,55661240320.0,12.471058,0.0022255276260381893,0.029780674179775903
DBL.NS,Industrials,71206707200.0,22.831692,0.0007147866490850295,0.030001004479835662
DBREALTY.NS,Real Estate,89293651968.0,5.708434,-0.0009133317672034667,0.03801664546331806
DBSTOCKBRO.NS,Financial Services,1587600000.0,17.44186,-0.001907074434017575,0.030586443033245408
DCAL.NS,Healthcare,29710379008.0,,5.231024806169222e-05,0.03943071020171946
DCBBANK.NS,Financial Services,37503205376.0,6.631871,-0.0005847183529034573,0.018161244462244753
DCM.NS,Industrials,1843494144.0,32.37037,0.0022932284520298034,0.02258684945996871
DCMFINSERV.NS,Financial Services,165937904.0,,0.0038692599743776774,0.03462531212340856
DCMNVL.NS,Consumer Cyclical,3708472832.0,,9.681478574925325e-05,0.02738377648656627
DCMSHRIRAM.NS,Basic Materials,192420511744.0,37.16936,0.002007392665413795,0.023789959365595352
DCW.NS,Basic Materials,31552063488.0,254.33334,0.006315828836008244,0.03764908603547648
DECCANCE.NS,Basic Materials,8627219456.0,33.327923,0.00024239051310239788,0.019841493680516395
DEEPAKFERT.NS,Basic Materials,167940718592.0,24.750698,0.007546734932908094,0.03471704708804365
DEEPAKNTR.NS,Basic Materials,365294518272.0,42.37067,0.0007657433055546187,0.020795248936427514
DEEPENR.NS,Unknown,10072060928.0,,,
DELTACORP.NS,Consumer Cyclical,32121808896.0,16.232748,0.00041316512245375065,0.023896582136033895
DELTAMAGNT.NS,Industrials,999928896.0,,-0.00030206261115924146,0.027645036710848562
DEN.NS,Communication Services,22369859584.0,9.982979,-7.272440911885991e-05,0.024957983984389524
DENORA.NS,Industrials,6653048320.0,36.236233,-0.001142890626529339,0.02790410999068085
DGCONTENT.NS,Communication Services,2641759744.0,15.592465,0.004557815985572562,0.030738027966317194
DHAMPURSUG.NS,Consumer Defensive,13055288320.0,14.595029,-0.00058826880737598,0.021165789109125897
DHANBANK.NS,Financial Services,8516393984.0,35.03125,-0.0015618834909314333,0.02164257252179806
DHANI.NS,Financial Services,40223854592.0,,0.00356492575638495,0.039797241770425755
DHANUKA.NS,Basic Materials,72150073344.0,26.954363,0.0020095090044584415,0.028725458049404767
DHARSUGAR.NS,Unknown,,,0.0,0.0
DHUNINV.NS,Financial Services,13994844160.0,19.379648,0.006023384211775671,0.042168118406575
DIAMONDYD.NS,Consumer Defensive,26223777792.0,53.185135,0.0020504167454017197,0.028479883350755922
DICIND.NS,Basic Materials,7067814400.0,,0.004524341364545653,0.02198565393876908
DIGISPICE.NS,Technology,7179913728.0,12.869199,0.0012294913823911859,0.03792822487249503
DIGJAMLTD.NS,Unknown,,,0.00038266617211450726,0.02052308068600415
DISHTV.NS,Communication Services,22997338112.0,,-0.001976154114105269,0.02405211565146807
DIVISLAB.NS,Healthcare,1579500699648.0,94.33725,0.0034687511272467834,0.017161582975595693
DIXON.NS,Technology,935194591232.0,128.20995,0.0052900577181330954,0.028452701665173448
DLF.NS,Real Estate,1945593708544.0,54.057774,-0.00031575285878114226,0.02352391875790158
DLINKINDIA.NS,Technology,20074428416.0,20.369635,0.005435586689157381,0.04024907221721176
DMART.NS,Consumer Defensive,2521265078272.0,94.338936,-0.0015039707134941781,0.019667640081883146
DNAMEDIA.NS,Communication Services,654456448.0,0.47725323,0.00283655716886885,0.0357293028086379
DOLLAR.NS,Consumer Cyclical,31086129152.0,34.12297,-0.00017627887253247973,0.024438575148469442
DONEAR.NS,Consumer Cyclical,6019520000.0,16.3966,0.001416486026908066,0.03094422517844351
DPABHUSHAN.NS,Consumer Cyclical,38302863360.0,45.452106,0.0032622530523545943,0.028958119969024303
DPSCLTD.NS,Utilities,17372413952.0,162.18182,0.0006735251785929933,0.029016430718888805
DPWIRES.NS,Industrials,6391596032.0,19.724749,-0.0009948521247808441,0.021819469365356243
DQE.NS,Unknown,,,0.0,0.0
DREDGECORP.NS,Industrials,28319201280.0,,0.0028755709793593493,0.037605614713311065
DRREDDY.NS,Healthcare,1069339508736.0,19.378775,0.0005669908218029751,0.011304830553556636
DSSL.NS,Technology,16663685120.0,28.984512,0.0007577502136020492,0.032217504745674856
DTIL.NS,Consumer Defensive,2840675584.0,,0.003171832146868868,0.034936695980456574
DUCON.NS,Industrials,2856099584.0,24.416666,0.0026063410426223777,0.0344694516711385
DVL.NS,Financial Services,15675348992.0,8.583621,0.003498886954566143,0.03470037207010664
DWARKESH.NS,Consumer Defensive,12053838848.0,,-0.0003514957003918176,0.021435121301532654
DYNAMATECH.NS,Consumer Cyclical,49320144896.0,53.47667,-0.00017663501857530993,0.025638099940247835
DYNPRO.NS,Basic Materials,5242578432.0,106.30488,0.0041639457806883565,0.029868124132089748
EASTSILK.NS,Unknown,,,0.0,0.0
EASUNREYRL.NS,Unknown,,,0.0,0.0
ECLERX.NS,Technology,152212357120.0,30.396341,0.0026958009724299694,0.022287216652044008
EDELWEISS.NS,Financial Services,102272303104.0,19.406631,0.004172930280527127,0.04090221040073165
EDUCOMP.NS,Consumer Defensive,255956464.0,,-0.0035832486344857823,0.01798224327110586
EICHERMOT.NS,Consumer Cyclical,1311450333184.0,31.347857,0.0005040837613659793,0.014677529276902917
EIDPARRY.NS,Basic Materials,148854554624.0,16.835852,0.0026463522091103803,0.02361020226108246
EIHAHOTELS.NS,Consumer Cyclical,23676798976.0,30.570415,0.0006833190824623478,0.028799941530297
EIHOTEL.NS,Consumer Cyclical,224630751232.0,35.848305,-0.0020921276706107827,0.021310003019058058
EIMCOELECO.NS,Industrials,14662664192.0,30.301836,0.0021148200664505416,0.03246993125994711
EKC.NS,Industrials,20691154944.0,19.617022,0.002793832883777995,0.03326108618046617
ELECON.NS,Industrials,128267034624.0,36.108654,0.0010923185620447156,0.032384187022627284
ELECTCAST.NS,Industrials,93469532160.0,10.590049,-0.0007031674806257795,0.035690190954439316
ELECTHERM.NS,Basic Materials,12752994304.0,3.2905896,0.002250694640954052,0.025586638086318114
ELGIEQUIP.NS,Industrials,201466970112.0,62.126827,0.0002600201261229637,0.026187488720439717
ELGIRUBCO.NS,Consumer Cyclical,6480473600.0,24.111732,0.006583135430994762,0.03483124937315567
EMAMILTD.NS,Consumer Defensive,292476616704.0,37.88744,0.0021193737378572977,0.026792189864152972
EMAMIPAP.NS,Basic Materials,6308230656.0,8.546721,-0.00015594883503738764,0.022528195738405577
EMAMIREAL.NS,Real Estate,3712486656.0,,-0.00019649940787179804,0.03406725352120803
EMKAY.NS,Financial Services,7637685248.0,12.592137,0.00599167807529418,0.03508711539336756
EMMBI.NS,Consumer Cyclical,2412412416.0,24.136282,0.0027722243009553373,0.03146847974486357
ENDURANCE.NS,Consumer Cyclical,341346910208.0,44.445057,0.0019707733699029385,0.020201056049993293
ENERGYDEV.NS,Utilities,1141898880.0,,0.0005112556595493784,0.027351234444035533
ENGINERSIN.NS,Industrials,105579601920.0,28.59056,-0.0008156961686527467,0.03490790959337331
ENIL.NS,Communication Services,9209921536.0,30.377357,-0.0014565146063330648,0.028863797539480415
EPL.NS,Consumer Cyclical,83519152128.0,37.61119,0.002915945658338821,0.0243701183545183
EQUITASBNK.NS,Financial Services,78243684352.0,12.388086,-0.0022121562474930224,0.019197242969842394
ERIS.NS,Healthcare,177788469248.0,51.02539,0.0033410195185041495,0.01835719171063167
EROSMEDIA.NS,Communication Services,1648763392.0,,-0.0014053045474559625,0.023879452696401033
ESABINDIA.NS,Industrials,96133136384.0,58.138615,0.001704377993297772,0.023063466624080108
ESCORTS.NS,Industrials,399890448384.0,33.897434,0.0004254069464834253,0.018925799569504183
ESSARSHPNG.NS,Industrials,7854739456.0,,0.003111725061548093,0.04579855962288327
ESTER.NS,Basic Materials,14832288768.0,,0.0026939284673180145,0.0396124401889575
EUROMULTI.NS,Unknown,,,0.0,0.0
EUROTEXIND.NS,Real Estate,168609776.0,,-0.0007682941552848979,0.03317849128221281
EVEREADY.NS,Industrials,28686030848.0,40.342537,0.0015487444304075626,0.025562523728335403
EVERESTIND.NS,Industrials,15915610112.0,99.02067,-0.0010372985066745676,0.024761811185969176
EXCEL.NS,Industrials,1594084736.0,56.0,0.00633229643500368,0.038289623869831806
EXCELINDUS.NS,Basic Materials,20462649344.0,48.538986,0.004509300901380637,0.029128531675452866
EXIDEIND.NS,Consumer Cyclical,371704889344.0,44.460835,-0.00011075715308465064,0.023194840402432953
EXPLEOSOL.NS,Technology,19125702656.0,20.325745,-0.00045449801103673366,0.01678102878546265
FACT.NS,Basic Materials,573176348672.0,2013.1818,0.002840788088323706,0.038626055170327724
FAIRCHEMOR.NS,Basic Materials,13192125440.0,27.323355,-0.002339505974076466,0.021721634829290095
FCL.NS,Basic Materials,42646962176.0,33.661842,0.0006874182701798793,0.024570886898475912
FCONSUMER.NS,Consumer Defensive,1056724736.0,,-0.006554458626765068,0.02442046296715042
FCSSOFT.NS,Technology,6222761984.0,,-0.00013209179298380108,0.025339406229978916
FDC.NS,Healthcare,83749470208.0,26.379488,0.001272372293400014,0.022437827397044887
FEDERALBNK.NS,Financial Services,507181989888.0,12.344478,0.0023604327254597482,0.017812891829366385
FEL.NS,Consumer Cyclical,380614816.0,,0.00092165930166797,0.02354944024145328
FELDVR.NS,Consumer Cyclical,380615200.0,,0.0013387179185611858,0.0300159213588153
FIEMIND.NS,Consumer Cyclical,43162992640.0,24.095652,0.003176403321426981,0.022961949119548408
FILATEX.NS,Consumer Cyclical,26617985024.0,21.265959,0.0007436400881335205,0.02760288511930314
FINCABLES.NS,Industrials,185461489664.0,25.25302,0.0015568106942901617,0.02997616499606181
FINEORG.NS,Basic Materials,153494749184.0,34.84322,0.001491992639498162,0.02119893025798533
FINPIPE.NS,Industrials,177981685760.0,22.176426,0.0007558362225330884,0.02662245524249723
FLEXITUFF.NS,Consumer Cyclical,2055035904.0,0.6782457,0.005188538203042129,0.031327220183167394
FLFL.NS,Consumer Cyclical,476188992.0,,0.0013180043209986873,0.02780303522523631
FLUOROCHEM.NS,Basic Materials,458510303232.0,111.11497,0.0022507800725563624,0.026514487435361504
FMGOETZE.NS,Consumer Cyclical,22739621888.0,17.152748,0.0011230807938693505,0.0204942745396519
FMNL.NS,Real Estate,903447040.0,1.3476396,0.008424656763807941,0.02940579678320451
FORCEMOT.NS,Consumer Cyclical,97294073856.0,20.408281,-0.0011653622893757695,0.03221164418545974
FORTIS.NS,Healthcare,468753776640.0,71.92931,0.0028994149795152574,0.01863166564407289
FOSECOIND.NS,Basic Materials,28662421504.0,43.66741,0.0027454358942656364,0.023426285254213197
FRETAIL.NS,Consumer Cyclical,1236407552.0,,0.0004734902362168052,0.019434294039488008
FSC.NS,Industrials,108392496.0,,-0.005475488952163879,0.03051688791834636
FSL.NS,Technology,253876830208.0,48.300526,0.006027551079182412,0.03354964122446192
GABRIEL.NS,Consumer Cyclical,64244776960.0,30.487389,0.0018636578238995956,0.02495133904593718
GAEL.NS,Consumer Defensive,59650162688.0,17.636364,-0.0008775408157628695,0.023336877802319637
GAIL.NS,Utilities,1342434050048.0,11.626993,0.0008730951730227687,0.028179588192245385
GALAXYSURF.NS,Basic Materials,106921041920.0,34.964638,0.0018447743080893862,0.02346556056541507
GALLANTT.NS,Basic Materials,77801062400.0,24.446552,0.0013918978387574184,0.02395688298782478
GANDHITUBE.NS,Industrials,9561800704.0,16.447533,-0.00013183762069307115,0.019838553572618232
GANECOS.NS,Consumer Cyclical,58106707968.0,90.07454,0.006680098716276574,0.02859989025917906
GANESHHOUC.NS,Real Estate,92822355968.0,19.119719,0.0033288645748421226,0.03315767022450635
GANGESSECU.NS,Consumer Defensive,1919609984.0,37.332687,0.002281451275790543,0.035004077504879924
GARFIBRES.NS,Consumer Cyclical,80783458304.0,38.910233,0.002246207329145425,0.02524709946466644
GAYAHWS.NS,Industrials,342702336.0,,0.0019341477918884218,0.0326292539332531
GAYAPROJ.NS,Industrials,1664199296.0,,0.004288928008410567,0.027313839014677595
GBGLOBAL.NS,Unknown,,,0.0,0.0
GEECEE.NS,Real Estate,8992030720.0,21.234568,0.003289745638403791,0.03084043695527686
GEEKAYWIRE.NS,Industrials,4996578816.0,12.416883,0.0005096841677202475,0.03344251619272418
GENESYS.NS,Technology,31534815232.0,70.91681,0.003629356490667299,0.03589206215019202
GENUSPAPER.NS,Basic Materials,5818761216.0,80.82143,0.0004933681586339942,0.030138128937264377
GENUSPOWER.NS,Industrials,114780004352.0,80.038536,0.003728161241190653,0.0279182443492814
GEOJITFSL.NS,Financial Services,34654986240.0,17.548798,0.002595603273351237,0.04367298705333347
GEPIL.NS,Industrials,25842251776.0,,0.0028418037765194607,0.04409761353285785
GESHIP.NS,Industrials,171862933504.0,6.0828705,0.0018797970273025859,0.02589571874704076
GET&D.NS,Industrials,454419415040.0,159.02779,0.005072755388130752,0.030100815338052554
GFLLIMITED.NS,Communication Services,10192982016.0,,0.0020325555969943803,0.034823579663205685
GFSTEELS.NS,Basic Materials,262002240.0,,-2.7788339411780605e-05,0.01564571683563454
GHCL.NS,Basic Materials,57835909120.0,10.809986,0.0019889237188617636,0.025582686244070143
GICHSGFIN.NS,Financial Services,11629128704.0,7.3156643,0.0005734397236742508,0.026949304419841374
GICRE.NS,Financial Services,640004521984.0,9.001481,0.001371677856946218,0.02721634158351596
GILLANDERS.NS,Consumer Defensive,2091972224.0,,0.0018475803950894819,0.027777921036871912
GILLETTE.NS,Consumer Defensive,319879151616.0,70.91967,0.0031419751370162867,0.020197398121045308
GINNIFILA.NS,Consumer Cyclical,2632027392.0,,-0.0011081567449635426,0.026341736886810792
GIPCL.NS,Utilities,31460302848.0,15.060101,0.001924457168725322,0.0342638352549508
GKWLIMITED.NS,Industrials,20841283584.0,175.44199,0.0036261624555663143,0.03484406679475563
GLAND.NS,Healthcare,292863148032.0,42.374252,0.0005180315281460182,0.020838393617929173
GLAXO.NS,Healthcare,433874173952.0,64.10888,0.0023652588144340357,0.02368323272103592
GLENMARK.NS,Healthcare,470266314752.0,,0.004080659255586115,0.018941230962008726
GLFL.NS,Financial Services,197747088.0,145.8,-0.00017421834798238845,0.02536063227956342
GLOBAL.NS,Consumer Defensive,3578782720.0,11.061674,-0.002090239700716696,0.03026755240990909
GLOBALVECT.NS,Industrials,3896900096.0,,0.0033941961711028298,0.028537923012966943
GLOBE.NS,Consumer Cyclical,1483378304.0,15.437501,0.0038286465427932264,0.03827977897206357
GLOBUSSPR.NS,Consumer Defensive,31559874560.0,43.297665,0.0034332732402235634,0.035534014036542466
GMBREW.NS,Consumer Defensive,18469457920.0,12.691098,0.003019119323459133,0.03530888858400978
GMDCLTD.NS,Energy,114384601088.0,17.985,-0.0003540558570589703,0.025823540415739452
GMMPFAUDLR.NS,Industrials,57522737152.0,56.16769,-0.00016867750163670082,0.017429443337779207
GMRINFRA.NS,Industrials,847782084608.0,,0.000358168471250889,0.025864798284611554
GNA.NS,Consumer Cyclical,17605920768.0,18.448044,0.00045329328194890374,0.0200688004653926
GNFC.NS,Basic Materials,90905051136.0,17.761986,-9.960221470637354e-05,0.022150122796230614
GOACARBON.NS,Basic Materials,6505480704.0,8.553948,-0.00141409116864902,0.02761533591017681
GOCLCORP.NS,Basic Materials,21717723136.0,30.037724,0.0011018709918187897,0.02648361825926764
GODFRYPHLP.NS,Consumer Defensive,348971761664.0,40.649284,0.00629433285651066,0.04227841188575089
GODHA.NS,Industrials,679564800.0,12.75,0.0036436516151105883,0.03562860247074591
GODREJAGRO.NS,Consumer Defensive,139273797632.0,35.08721,0.0023502318363270015,0.024720534417090243
GODREJCP.NS,Consumer Defensive,1279836684288.0,,-0.00029868408861300643,0.016602717993508015
GODREJIND.NS,Industrials,334748319744.0,164.03465,0.0017673080794460532,0.022794389571118647
GODREJPROP.NS,Real Estate,746652106752.0,53.768524,0.00033130655698473087,0.026272824837888432
GOENKA.NS,Consumer Cyclical,332849536.0,,0.0015255703703872098,0.034779607887333565
GOKEX.NS,Consumer Cyclical,62779682816.0,45.87036,0.0008912574779657287,0.02857507676456457
GOKUL.NS,Consumer Defensive,6547529216.0,389.0588,0.00422667591792747,0.029298765431308008
GOKULAGRO.NS,Consumer Defensive,44218642432.0,26.878925,0.006134917802309927,0.03523637441079799
GOLDENTOBC.NS,Consumer Defensive,716678144.0,13.986254,0.00020306940548762232,0.022103743755064704
GOLDIAM.NS,Consumer Cyclical,36972429312.0,38.768196,0.006997951443459578,0.04369527969382632
GOLDTECH.NS,Technology,2782821632.0,,-0.002719573051574174,0.042179782839798244
GOODLUCK.NS,Basic Materials,31761221632.0,20.575495,0.0010697584083393047,0.028252899620175666
GPIL.NS,Basic Materials,130878865408.0,14.187105,0.00120929216089759,0.026544964791059708
GPPL.NS,Industrials,88590426112.0,24.166225,-0.0003883444714362918,0.022892014129961853
GPTINFRA.NS,Industrials,17079493632.0,26.39844,0.0023443287160492313,0.031715832297778704
GRANULES.NS,Healthcare,141664681984.0,29.065142,0.0034939677759760067,0.028531615199883193
GRAPHITE.NS,Industrials,101683462144.0,9.442224,-0.00033426845423074967,0.02414458046754314
GRASIM.NS,Basic Materials,1706431348736.0,32.051006,0.0006647434616465455,0.015484029757027916
GRAVITA.NS,Industrials,151870799872.0,57.146694,0.008175360624170746,0.04493401869104923
GREAVESCOT.NS,Industrials,43985453056.0,,0.0032950044103364756,0.02842225410860621
GREENLAM.NS,Consumer Cyclical,71001497600.0,58.820103,0.00026740545071010137,0.02389338935129045
GREENPANEL.NS,Basic Materials,45641768960.0,46.064358,0.002119120458630353,0.020373852988692938
GREENPLY.NS,Basic Materials,44055355392.0,39.82103,0.0036477684990905103,0.030647974807266543
GREENPOWER.NS,Utilities,21935706112.0,53.4,0.00012756807067864528,0.03074900137198465
GRINDWELL.NS,Industrials,239365554176.0,64.09428,0.00019978844736768143,0.02047239690283843
GROBTEA.NS,Consumer Defensive,1216320128.0,43.47528,0.0018726610056765836,0.03833696509822915
GRPLTD.NS,Consumer Cyclical,17298388992.0,68.96555,0.004986451189625842,0.046303089764963834
GRSE.NS,Industrials,174875426816.0,47.617786,0.005246273807154209,0.04826965380876616
GSFC.NS,Basic Materials,81795588096.0,15.171472,-0.00033706968307990157,0.025448117099772023
GSPL.NS,Utilities,214879764480.0,14.084689,0.002297029592122195,0.019656977345686104
GSS.NS,Technology,1802091136.0,17.906979,-0.004320748736052509,0.020705381124820097
GTL.NS,Communication Services,2013399552.0,0.91876346,0.0031172958466932775,0.04177500680592903
GTLINFRA.NS,Technology,28047446016.0,,0.0031818679560396967,0.037859428162016054
GTPL.NS,Communication Services,16672640000.0,26.100353,-0.0012011153116169577,0.018402510530453588
GUFICBIO.NS,Healthcare,48835301376.0,55.863064,0.003655211999235094,0.02921895228066328
GUJALKALI.NS,Basic Materials,59318652928.0,,0.0006546178378727401,0.024603614201990597
GUJAPOLLO.NS,Industrials,3715828992.0,31.446447,0.001804274057770935,0.03266778886092474
GUJGASLTD.NS,Utilities,360406581248.0,28.330627,0.00011281082855491764,0.02083402647525531
GUJRAFFIA.NS,Unknown,,21.961353,0.0014106794252559218,0.02979269279292159
GULFOILLUB.NS,Basic Materials,58754174976.0,17.637493,0.002417239777574103,0.032107161127795616
GULFPETRO.NS,Energy,3488864256.0,11.907665,0.0012628511233508713,0.03430773804257574
GULPOLY.NS,Basic Materials,13075300352.0,56.891598,0.000982929502831987,0.030857062196433225
GVKPIL.NS,Utilities,8322436608.0,,-0.004924797767518169,0.02473731655234699
HAL.NS,Industrials,2943011258368.0,35.71336,0.0014648410695556758,0.029418885001418513
HAPPSTMNDS.NS,Technology,115369033728.0,47.83851,-0.00024754121152537767,0.0164191093320817
HARRMALAYA.NS,Consumer Defensive,5380671488.0,,0.004582474285539144,0.03642335109871441
HATHWAY.NS,Communication Services,34021320704.0,33.7193,-0.00037013808859015463,0.023004019495951038
HATSUN.NS,Consumer Defensive,254868258816.0,84.008804,0.0010851745607394756,0.02470315195080168
HAVELLS.NS,Industrials,1041413570560.0,74.07003,4.701079873071556e-06,0.016070590765727512
HAVISHA.NS,Consumer Cyclical,858458496.0,,0.001994656541768804,0.03708475658971124
HBLPOWER.NS,Industrials,154688749568.0,50.017952,0.001169984524307087,0.0298228509502419
HBSL.NS,Financial Services,937532032.0,2.7156863,0.003729657337775495,0.03464549188189999
HCC.NS,Industrials,65800892416.0,11.033802,0.001804981292336845,0.03828412185550544
HCG.NS,Healthcare,65177366528.0,125.02674,0.00236866999992729,0.018438701136546855
HCL-INSYS.NS,Technology,5912611328.0,,0.0005623015181631335,0.02686678973853706
HCLTECH.NS,Technology,4977273077760.0,29.675388,0.0027588594000513876,0.013194580018141073
HDFCAMC.NS,Financial Services,958280957952.0,43.48022,0.001955437290196459,0.023542325551881755
HDFCBANK.NS,Financial Services,13406769774592.0,19.880453,0.0016910090261546902,0.014019106188837893
HDFCLIFE.NS,Financial Services,1524692025344.0,90.139946,0.002170957194258784,0.015676361923942544
HDIL.NS,Real Estate,2185160448.0,,0.00024131615648078863,0.0300691737568117
HEG.NS,Industrials,83906666496.0,42.912144,-0.00020338424031403156,0.032554563587476756
HEIDELBERG.NS,Basic Materials,51878510592.0,39.675907,0.00141767319178813,0.017440681946802705
HEMIPROP.NS,Real Estate,51000680448.0,,-0.0002749388506802575,0.027340162661358105
HERCULES.NS,Industrials,9193595904.0,24.754097,0.001022928720398058,0.07664966603741491
HERITGFOOD.NS,Consumer Defensive,46509375488.0,26.66134,0.0035285491681133754,0.0345507430712508
HEROMOTOCO.NS,Consumer Cyclical,953684590592.0,23.419436,-5.34932034501443e-05,0.015990555151186074
HESTERBIO.NS,Healthcare,22740111360.0,97.099525,0.004095255533258572,0.036514781093532775
HEXATRADEX.NS,Financial Services,15882851328.0,57.5,0.0058492454137830645,0.03585042388532156
HFCL.NS,Technology,182841327616.0,48.76539,0.003158123605555333,0.038115438076358574
HGINFRA.NS,Industrials,82868322304.0,15.037875,0.0011956068270943785,0.035523906894070104
HGS.NS,Industrials,35862499328.0,64.08147,-0.0002809415806251865,0.022771674058209953
HIKAL.NS,Healthcare,47711322112.0,70.482704,0.002868840268500458,0.026942371957327297
HIL.NS,Industrials,18891839488.0,,0.00021146045036157536,0.019151912218614325
HILTON.NS,Industrials,2032985984.0,32.492424,-0.0015338401958102574,0.029956803244107946
HIMATSEIDE.NS,Consumer Cyclical,20433084416.0,15.927381,0.0021772298259631053,0.03230870928091445
HINDALCO.NS,Basic Materials,1443777871872.0,13.422411,0.000534144075865064,0.021120086143775724
HINDCOMPOS.NS,Consumer Cyclical,7188810752.0,21.739616,0.0017905350815546725,0.030718581125083803
HINDCOPPER.NS,Basic Materials,271830368256.0,75.12032,-0.001775346876250336,0.03063705422080895
HINDMOTORS.NS,Consumer Cyclical,5139271168.0,14.837349,-0.0042507060717701575,0.029037058389495076
HINDNATGLS.NS,Consumer Cyclical,2405408768.0,1.920496,0.003111340931829826,0.02734757791811043
HINDOILEXP.NS,Energy,27703586816.0,13.701112,0.0012411440665377497,0.03031072778881218
HINDPETRO.NS,Energy,815061467136.0,19.414597,0.0014541040272180812,0.026782424790524187
HINDUNILVR.NS,Consumer Defensive,5892066508800.0,57.476505,0.0005655936891606412,0.013376186215159677
HINDZINC.NS,Basic Materials,2139068170240.0,24.503872,0.0003298538479542437,0.0365375106262885
HIRECT.NS,Industrials,20504197120.0,86.22743,0.005115759811768138,0.03297209157508793
HISARMETAL.NS,Basic Materials,989982016.0,17.851023,-0.00014224007499223656,0.023527422998832412
HITECH.NS,Basic Materials,36973780992.0,55.5,0.0034111916468042907,0.027322089762590943
HITECHCORP.NS,Consumer Cyclical,4603087360.0,25.25919,0.0027109566596293195,0.034918299749828116
HITECHGEAR.NS,Consumer Cyclical,16737006592.0,14.063635,-0.00045039238808942895,0.02465645393985977
HLVLTD.NS,Consumer Cyclical,12361125888.0,53.514286,-0.0022819924416787314,0.03322459674274936
HMT.NS,Industrials,25507305472.0,,0.002900844232479624,0.031443127341859625
HMVL.NS,Communication Services,6625888768.0,27.31212,-0.0009897611418066986,0.024967754817105812
HNDFDS.NS,Industrials,67082653696.0,68.495316,0.0015588255557612508,0.020006635508102295
HONAUT.NS,Industrials,387529080832.0,73.528885,-0.00031431563383363945,0.021554953806548736
HONDAPOWER.NS,Industrials,37581201408.0,41.15406,0.003954395595852878,0.03123903170289013
HOVS.NS,Technology,916537728.0,31.004292,0.001960627561517373,0.0329908005889097
HPL.NS,Industrials,32992585728.0,61.3756,0.002742602793020933,0.03826927587933404
HSCL.NS,Basic Materials,273548623872.0,54.970238,0.004122049064548085,0.026729823841871156
HTMEDIA.NS,Communication Services,5710668288.0,,-0.0005549121390060892,0.026649308149760628
HUBTOWN.NS,Real Estate,36522254336.0,,0.0067607595552455066,0.033163552290669064
HUDCO.NS,Financial Services,437455192064.0,17.737013,0.0008590862963555237,0.03709215981370434
HUHTAMAKI.NS,Consumer Cyclical,21591711744.0,5.3479238,9.944105650261914e-05,0.02839875196584295
IBREALEST.NS,Unknown,,,0.0005554368115615551,0.034572706236130915
ICEMAKE.NS,Industrials,14170170368.0,57.453613,0.006110456723337736,0.04739935690433788
ICICIBANK.NS,Financial Services,8880444669952.0,19.047512,0.0010595164511708432,0.014352334870225985
ICICIGI.NS,Financial Services,945476534272.0,42.732662,0.001225802727967574,0.014894403827419961
ICICIPRULI.NS,Financial Services,1026278096896.0,117.60761,0.0016056456163868304,0.017093561684350903
ICIL.NS,Consumer Cyclical,70111117312.0,22.67777,4.016828409856199e-05,0.02855320286323526
ICRA.NS,Financial Services,67177312256.0,44.4431,0.002663319476117823,0.017719170101202046
IDBI.NS,Financial Services,885566668800.0,13.090619,0.000313334251285438,0.02953400761668292
IDEA.NS,Communication Services,549234409472.0,,-0.0030020816909714556,0.03948722039969758
IDFC.NS,Unknown,174045822976.0,20.07011,,
IDFCFIRSTB.NS,Financial Services,480347258880.0,20.445482,-0.0011028659946261791,0.01601874555439857
IEX.NS,Financial Services,152148803584.0,38.791386,0.0016629580773578133,0.02611605076715007
